id,name,province,level,type,category,tags
S1202,山西医科大学,北京,本科,,,
S1203,山西医科大学,浙江,本科,,,
S1204,山西大同大学,北京,本科,,,
S1205,山西大同大学,浙江,本科,,,
S1206,山西大学,北京,本科,,,
S1207,山西大学,浙江,本科,,,
S1208,山西工学院,北京,本科,,,
S1209,山西工学院,浙江,本科,,,
S1210,山西工程技术学院,浙江,本科,,,
S1211,山西师范大学,浙江,本科,,,
S1212,山西晋中理工学院,北京,本科,,,
S1213,山西晋中理工学院,浙江,本科,,,
S1214,山西药科职业学院,浙江,本科,,,
S1215,山西财经大学,北京,本科,,,
S1216,山西财经大学,浙江,本科,,,
S1217,岭南师范学院,北京,本科,,,
S1218,岭南师范学院,浙江,本科,,,
S1219,岳阳学院,浙江,本科,,,
S1220,川北医学院,浙江,本科,,,
S1221,巢湖学院,浙江,本科,,,
S1222,常州信息职业技术学院,浙江,本科,,,
S1223,常州大学,北京,本科,,,
S1224,常州大学,浙江,本科,,,
S1225,常州工学院,北京,本科,,,
S1226,常州工学院,浙江,本科,,,
S1227,常州工程职业技术学院,浙江,本科,,,
S1228,常州机电职业技术学院,浙江,本科,,,
S1229,常德学院,北京,本科,,,
S1230,常德学院,浙江,本科,,,
S1231,平顶山学院,北京,本科,,,
S1232,平顶山学院,浙江,本科,,,
S1233,广东以色列理工学院,北京,本科,,,
S1234,广东以色列理工学院,浙江,本科,,,
S1235,广东医科大学,北京,本科,,,
S1236,广东医科大学,浙江,本科,,,
S1237,广东南华工商职业学院,浙江,本科,,,
S1238,广东培正学院,浙江,本科,,,
S1239,广东外语外贸大学,北京,本科,,,
S1240,广东外语外贸大学,浙江,本科,,,
S1241,广东工业大学,北京,本科,,,
S1242,广东工业大学,浙江,本科,,,
S1243,广东技术师范大学,北京,本科,公办,师范,普通
S1244,广东技术师范大学,四川,本科,公办,师范,普通
S1245,广东技术师范大学,山东,本科,公办,师范,普通
S1246,广东技术师范大学,广东,本科,公办,师范,普通
S1247,广东技术师范大学,江苏,本科,公办,师范,普通
S1248,广东技术师范大学,河北,本科,公办,师范,普通
S1249,广东技术师范大学,河南,本科,公办,师范,普通
S1250,广东技术师范大学,浙江,本科,公办,师范,普通
S1251,广东技术师范大学,湖北,本科,公办,师范,普通
S1252,广东技术师范大学,湖南,本科,公办,师范,普通
S1253,广东技术师范大学,陕西,本科,公办,师范,普通
S1254,广东海洋大学,北京,本科,,,
S1255,广东海洋大学,浙江,本科,,,
S1256,广东理工学院,浙江,本科,,,
S1257,广东白云学院,浙江,本科,,,
S1258,广东石油化工学院,浙江,本科,,,
S1259,广东药科大学,北京,本科,,,
S1260,广东药科大学,浙江,本科,,,
S1261,广东财经大学,北京,本科,,,
S1262,广东轻工职业技术大学,北京,本科,,,
S1263,广东轻工职业技术大学,浙江,本科,,,
S1264,广东金融学院,北京,本科,,,
S1265,广东金融学院,浙江,本科,,,
S1266,广州中医药大学,北京,本科,,,
S1267,广州中医药大学,浙江,本科,,,
S1268,广州体育学院,北京,本科,,,
S1269,广州体育学院,浙江,本科,,,
S1270,广州医科大学,浙江,本科,,,
S1271,广州华南商贸职业学院,浙江,本科,,,
S1272,广州华立科技职业学院,浙江,本科,,,
S1273,广州南方学院,北京,本科,民办,理工,民办
S1274,广州南方学院,四川,本科,民办,理工,民办
S1275,广州南方学院,山东,本科,民办,理工,民办
S1276,广州南方学院,广东,本科,民办,理工,民办
S1277,广州南方学院,江苏,本科,民办,理工,民办
S1278,广州南方学院,河北,本科,民办,理工,民办
S1279,广州南方学院,河南,本科,民办,理工,民办
S1280,广州南方学院,浙江,本科,民办,理工,民办
S1281,广州南方学院,湖北,本科,民办,理工,民办
S1282,广州南方学院,湖南,本科,民办,理工,民办
S1283,广州南方学院,陕西,本科,民办,理工,民办
S1284,广州卫生职业技术学院,浙江,本科,,,
S1285,广州商学院,浙江,本科,,,
S1286,广州工商学院,浙江,本科,,,
S1287,广州应用科技学院,浙江,本科,,,
S1288,广州新华学院,浙江,本科,,,
S1289,广州民航职业技术学院,浙江,本科,,,
S1290,广州理工学院,浙江,本科,,,
S1291,广州美术学院,浙江,本科,,,
S1292,广州航海学院,浙江,本科,,,
S1293,广州软件学院,浙江,本科,,,
S1294,广州铁路职业技术学院,浙江,本科,,,
S1295,广西中医药大学,浙江,本科,,,
S1296,广西中医药大学赛恩斯新医药学院,浙江,本科,,,
S1297,广西医科大学,浙江,本科,,,
S1298,广西外国语学院,浙江,本科,,,
S1299,广西大学,北京,本科,,,
S1300,广西大学,浙江,本科,,,
S1301,广西师范大学,北京,本科,,,
S1302,广西师范大学,浙江,本科,,,
S1303,广西幼儿师范高等专科学校,浙江,本科,,,
S1304,广西民族大学,浙江,本科,,,
S1305,广西民族大学相思湖学院,浙江,本科,,,
S1306,广西科技大学,浙江,本科,,,
S1307,广西艺术学院,北京,本科,,,
S1308,广西艺术学院,浙江,本科,,,
S1309,广西财经学院,浙江,本科,,,
S1310,应急管理大学,北京,本科,,,
S1311,廊坊师范学院,北京,本科,,,
S1312,廊坊师范学院,浙江,本科,,,
S1313,延安大学,浙江,本科,,,
S1314,延边大学,北京,本科,,,
S1315,延边大学,浙江,本科,,,
S1316,开封大学,浙江,本科,,,
S1317,张家界学院,浙江,本科,,,
S1318,徐州医科大学,北京,本科,,,
S1319,徐州医科大学,浙江,本科,,,
S1320,徐州工程学院,浙江,本科,,,
S1321,徐州生物工程职业技术学院,浙江,本科,,,
S1322,德州学院,浙江,本科,,,
S1323,德阳城市轨道交通职业学院,浙江,本科,,,
S1324,怀化学院,浙江,本科,,,
S1325,惠州学院,浙江,本科,,,
S1326,成都东软学院,北京,本科,,,
S1327,成都东软学院,浙江,本科,,,
S1328,成都中医药大学,北京,本科,,,
S1329,成都中医药大学,浙江,本科,,,
S1330,成都体育学院,浙江,本科,,,
S1331,成都信息工程大学,北京,本科,,,
S1332,成都信息工程大学,浙江,本科,,,
S1333,成都医学院,浙江,本科,,,
S1334,成都外国语学院,浙江,本科,,,
S1335,成都大学,北京,本科,,,
S1336,成都大学,浙江,本科,,,
S1337,成都工业学院,北京,本科,公办,理工,普通
S1338,成都工业学院,四川,本科,公办,理工,普通
S1339,成都工业学院,山东,本科,公办,理工,普通
S1340,成都工业学院,广东,本科,公办,理工,普通
S1341,成都工业学院,江苏,本科,公办,理工,普通
S1342,成都工业学院,河北,本科,公办,理工,普通
S1343,成都工业学院,河南,本科,公办,理工,普通
S1344,成都工业学院,浙江,本科,公办,理工,普通
S1345,成都工业学院,湖北,本科,公办,理工,普通
S1346,成都工业学院,湖南,本科,公办,理工,普通
S1347,成都工业学院,陕西,本科,公办,理工,普通
S1348,成都师范学院,浙江,本科,,,
S1349,成都文理学院,浙江,本科,,,
S1350,成都理工大学,北京,本科,,,
S1351,成都理工大学,浙江,本科,,,
S1352,成都理工大学工程技术学院,浙江,本科,,,
S1353,成都航空职业技术大学,浙江,本科,,,
S1354,成都航空职业技术学院,北京,专科,公办,理工,专科
S1355,成都航空职业技术学院,四川,专科,公办,理工,专科
S1356,成都航空职业技术学院,山东,专科,公办,理工,专科
S1357,成都航空职业技术学院,广东,专科,公办,理工,专科
S1358,成都航空职业技术学院,江苏,专科,公办,理工,专科
S1359,成都航空职业技术学院,河北,专科,公办,理工,专科
S1360,成都航空职业技术学院,河南,专科,公办,理工,专科
S1361,成都航空职业技术学院,浙江,专科,公办,理工,专科
S1362,成都航空职业技术学院,湖北,专科,公办,理工,专科
S1363,成都航空职业技术学院,湖南,专科,公办,理工,专科
S1364,成都航空职业技术学院,陕西,专科,公办,理工,专科
S1365,成都艺术职业大学,浙江,本科,,,
S1366,成都银杏酒店管理学院,浙江,本科,,,
S1367,成都锦城学院,浙江,本科,,,
S1368,扬州大学,北京,本科,公办,综合,省重点
S1369,扬州大学,四川,本科,公办,综合,省重点
S1370,扬州大学,山东,本科,公办,综合,省重点
S1371,扬州大学,广东,本科,公办,综合,省重点
S1372,扬州大学,江苏,本科,公办,综合,省重点
S1373,扬州大学,河北,本科,公办,综合,省重点
S1374,扬州大学,河南,本科,公办,综合,省重点
S1375,扬州大学,浙江,本科,公办,综合,省重点
S1376,扬州大学,湖北,本科,公办,综合,省重点
S1377,扬州大学,湖南,本科,公办,综合,省重点
S1378,扬州大学,陕西,本科,公办,综合,省重点
S1379,扬州大学广陵学院,浙江,本科,,,
S1380,扬州工业职业技术学院,浙江,本科,,,
S1381,扬州职业技术大学,浙江,本科,,,
S1382,承德医学院,北京,本科,,,
S1383,承德医学院,浙江,本科,,,
S1384,抚州医药学院,浙江,本科,,,
S1385,攀枝花学院,北京,本科,,,
S1386,攀枝花学院,浙江,本科,,,
S1387,教 上海海关学院,北京,本科,,,
S1388,教 北京师范大学,北京,本科,,,
S1389,教 北京电子科技学院,北京,本科,,,
S1390,教 新疆警察学院,北京,本科,,,
S1391,教 海军大连舰艇学院,北京,本科,,,
S1392,文华学院,北京,本科,,,
S1393,文华学院,浙江,本科,,,
S1394,文山学院,浙江,本科,,,
S1395,新乡学院,浙江,本科,,,
S1396,新余学院,浙江,本科,,,
S1397,新疆农业大学,北京,本科,,,
S1398,新疆农业大学,浙江,本科,,,
S1399,新疆医科大学,浙江,本科,,,
S1400,新疆和田学院,北京,本科,,,
S1401,新疆和田学院,浙江,本科,,,
S1402,新疆大学,北京,本科,,,
S1403,新疆大学,浙江,本科,,,
S1404,新疆工业学院,北京,本科,,,
S1405,新疆工程学院,北京,本科,,,
S1406,新疆工程学院,浙江,本科,,,
S1407,新疆师范大学,浙江,本科,,,
S1408,新疆政法学院,北京,本科,,,
S1409,新疆政法学院,浙江,本科,,,
S1410,新疆理工学院,浙江,本科,,,
S1411,新疆理工职业大学,北京,本科,,,
S1412,新疆科技学院,北京,本科,,,
S1413,新疆科技学院,浙江,本科,,,
S1414,新疆第二医学院,浙江,本科,,,
S1415,新疆警察学院,北京,本科,,,
S1416,新疆财经大学,北京,本科,,,
S1417,新疆财经大学,浙江,本科,,,
S1418,无锡商业职业技术学院,浙江,本科,,,
S1419,无锡城市职业技术学院,浙江,本科,,,
S1420,无锡太湖学院,北京,本科,,,
S1421,无锡太湖学院,浙江,本科,,,
S1422,无锡学院,浙江,本科,,,
S1423,无锡工艺职业技术学院,浙江,本科,,,
S1424,日照职业技术学院,浙江,本科,,,
S1425,昆山杜克大学,北京,本科,,,
S1426,昆明传媒学院,北京,本科,,,
S1427,昆明传媒学院,浙江,本科,,,
S1428,昆明冶金高等专科学校,浙江,本科,,,
S1429,昆明医科大学,北京,本科,,,
S1430,昆明医科大学,浙江,本科,,,
S1431,昆明医科大学海源学院,北京,本科,,,
S1432,昆明医科大学海源学院,浙江,本科,,,
S1433,昆明卫生职业学院,浙江,本科,,,
S1434,昆明城市学院,浙江,本科,,,
S1435,昆明文理学院,浙江,本科,,,
S1436,昆明理工大学,北京,本科,,,
S1437,昆明理工大学,浙江,本科,,,
S1438,昆明理工大学津桥学院,北京,本科,,,
S1439,昆明理工大学津桥学院,浙江,本科,,,
S1440,昌吉学院,北京,本科,,,
S1441,昌吉学院,浙江,本科,,,
S1442,星海音乐学院,浙江,本科,,,
S1443,普洱学院,浙江,本科,,,
S1444,景德镇学院,浙江,本科,,,
S1445,景德镇艺术职业大学,北京,本科,,,
S1446,景德镇艺术职业大学,浙江,本科,,,
S1447,景德镇陶瓷大学,北京,本科,,,
S1448,景德镇陶瓷大学,浙江,本科,,,
S1449,暨南大学,北京,本科,公办,综合,211
S1450,暨南大学,四川,本科,公办,综合,211
S1451,暨南大学,山东,本科,公办,综合,211
S1452,暨南大学,广东,本科,公办,综合,211
S1453,暨南大学,江苏,本科,公办,综合,211
S1454,暨南大学,河北,本科,公办,综合,211
S1455,暨南大学,河南,本科,公办,综合,211
S1456,暨南大学,浙江,本科,公办,综合,211
S1457,暨南大学,湖北,本科,公办,综合,211
S1458,暨南大学,湖南,本科,公办,综合,211
S1459,暨南大学,陕西,本科,公办,综合,211
S1460,曲阜师范大学,北京,本科,,,
S1461,曲阜师范大学,浙江,本科,,,
S1462,曲靖师范学院,浙江,本科,,,
S1463,杭州万向职业技术学院,浙江,本科,,,
S1464,杭州医学院,浙江,本科,,,
S1465,杭州师范大学,北京,本科,,,
S1466,杭州师范大学,浙江,本科,,,
S1467,杭州电子科技大学,北京,本科,,,
S1468,杭州电子科技大学,浙江,本科,,,
S1469,杭州电子科技大学信息工程学院,浙江,本科,,,
S1470,杭州科技职业技术学院,浙江,本科,,,
S1471,杭州职业技术大学,浙江,本科,,,
S1472,枣庄学院,浙江,本科,,,
S1473,枣庄科技职业学院,浙江,本科,,,
S1474,柳州工学院,浙江,本科,,,
S1475,柳州铁道职业技术学院,浙江,本科,,,
S1476,桂林信息科技学院,浙江,本科,,,
S1477,桂林医科大学,浙江,本科,,,
S1478,桂林学院,浙江,本科,,,
S1479,桂林师范学院,浙江,本科,,,
S1480,桂林旅游学院,浙江,本科,,,
S1481,桂林理工大学,北京,本科,,,
S1482,桂林理工大学,浙江,本科,,,
S1483,桂林电子科技大学,北京,本科,,,
S1484,桂林电子科技大学,浙江,本科,,,
S1485,桂林航天工业学院,北京,本科,,,
S1486,桂林航天工业学院,浙江,本科,,,
S1487,梧州学院,北京,本科,,,
S1488,梧州学院,浙江,本科,,,
S1489,楚雄师范学院,浙江,本科,,,
S1490,武夷学院,浙江,本科,,,
S1491,武昌工学院,浙江,本科,,,
S1492,武昌理工学院,北京,本科,,,
S1493,武昌理工学院,浙江,本科,,,
S1494,武昌首义学院,浙江,本科,,,
S1495,武汉东湖学院,浙江,本科,,,
S1496,武汉交通职业学院,浙江,本科,,,
S1497,武汉传媒学院,浙江,本科,,,
S1498,武汉体育学院,北京,本科,,,
S1499,武汉体育学院,浙江,本科,,,
S1500,武汉体育学院体育科技学院,浙江,本科,,,
S1501,武汉华夏理工学院,北京,本科,,,
S1502,武汉华夏理工学院,浙江,本科,,,
S1503,武汉商贸职业学院,浙江,本科,,,
S1504,武汉城市学院,北京,本科,,,
S1505,武汉城市学院,浙江,本科,,,
S1506,武汉城市职业学院,浙江,本科,,,
S1507,武汉大学,北京,本科,公办,综合,985
S1508,武汉大学,四川,本科,公办,综合,985
S1509,武汉大学,山东,本科,公办,综合,985
S1510,武汉大学,广东,本科,公办,综合,985
S1511,武汉大学,江苏,本科,公办,综合,985
S1512,武汉大学,河北,本科,公办,综合,985
S1513,武汉大学,河南,本科,公办,综合,985
S1514,武汉大学,浙江,本科,公办,综合,985
S1515,武汉大学,湖北,本科,公办,综合,985
S1516,武汉大学,湖南,本科,公办,综合,985
S1517,武汉大学,陕西,本科,公办,综合,985
S1518,武汉工商学院,浙江,本科,,,
S1519,武汉工程大学,北京,本科,,,
S1520,武汉工程大学,浙江,本科,,,
S1521,武汉工程大学邮电与信息工程学院,浙江,本科,,,
S1522,武汉工程科技学院,浙江,本科,,,
S1523,武汉晴川学院,浙江,本科,,,
S1524,武汉民政职业学院,浙江,本科,,,
S1525,武汉理工大学,北京,本科,公办,理工,211
S1526,武汉理工大学,四川,本科,公办,理工,211
S1527,武汉理工大学,山东,本科,公办,理工,211
S1528,武汉理工大学,广东,本科,公办,理工,211
S1529,武汉理工大学,江苏,本科,公办,理工,211
S1530,武汉理工大学,河北,本科,公办,理工,211
S1531,武汉理工大学,河南,本科,公办,理工,211
S1532,武汉理工大学,浙江,本科,公办,理工,211
S1533,武汉理工大学,湖北,本科,公办,理工,211
S1534,武汉理工大学,湖南,本科,公办,理工,211
S1535,武汉理工大学,陕西,本科,公办,理工,211
S1536,武汉生物工程学院,浙江,本科,,,
S1537,武汉科技大学,北京,本科,,,
S1538,武汉科技大学,浙江,本科,,,
S1539,武汉纺织大学,北京,本科,,,
S1540,武汉纺织大学,浙江,本科,,,
S1541,武汉纺织大学外经贸学院,浙江,本科,,,
S1542,武汉职业技术大学,北京,本科,,,
S1543,武汉职业技术大学,浙江,本科,,,
S1544,武汉船舶职业技术学院,浙江,本科,,,
S1545,武汉警官职业学院,浙江,本科,,,
S1546,武汉设计工程学院,浙江,本科,,,
S1547,武汉软件工程职业学院,浙江,本科,,,
S1548,武汉轻工大学,北京,本科,,,
S1549,武汉轻工大学,浙江,本科,,,
S1550,武汉铁路桥梁职业学院,浙江,本科,,,
S1551,武汉铁路职业技术学院,浙江,本科,,,
S1552,武警工程大学,北京,本科,,,
S1553,武警警官学院,北京,本科,,,
S1554,民政职业大学,北京,本科,,,
S1555,民政职业大学,浙江,本科,,,
S1556,永州职业技术学院,浙江,本科,,,
S1557,汉口学院,浙江,本科,,,
S1558,汉江师范学院,浙江,本科,,,
S1559,汕头大学,北京,本科,,,
S1560,汕头大学,浙江,本科,,,
S1561,江南大学,北京,本科,,,
S1562,江南大学,浙江,本科,,,
S1563,江南影视艺术职业学院,浙江,本科,,,
S1564,江汉大学,北京,本科,,,
S1565,江汉大学,浙江,本科,,,
S1566,江汉艺术职业学院,浙江,本科,,,
S1567,江苏信息职业技术学院,浙江,本科,,,
S1568,江苏农林职业技术学院,浙江,本科,,,
S1569,江苏农牧科技职业学院,浙江,本科,,,
S1570,江苏医药职业学院,浙江,本科,,,
S1571,江苏卫生健康职业学院,浙江,本科,,,
S1572,江苏大学,北京,本科,公办,综合,省重点
S1573,江苏大学,四川,本科,公办,综合,省重点
S1574,江苏大学,山东,本科,公办,综合,省重点
S1575,江苏大学,广东,本科,公办,综合,省重点
S1576,江苏大学,江苏,本科,公办,综合,省重点
S1577,江苏大学,河北,本科,公办,综合,省重点
S1578,江苏大学,河南,本科,公办,综合,省重点
S1579,江苏大学,浙江,本科,公办,综合,省重点
S1580,江苏大学,湖北,本科,公办,综合,省重点
S1581,江苏大学,湖南,本科,公办,综合,省重点
S1582,江苏大学,陕西,本科,公办,综合,省重点
S1583,江苏大学京江学院,北京,本科,,,
S1584,江苏大学京江学院,浙江,本科,,,
S1585,江苏师范大学,浙江,本科,,,
S1586,江苏师范大学科文学院,浙江,本科,,,
S1587,江苏建筑职业技术学院,浙江,本科,,,
S1588,江苏护理职业学院,浙江,本科,,,
S1589,江苏旅游职业学院,浙江,本科,,,
S1590,江苏海事职业技术学院,浙江,本科,,,
S1591,江苏海洋大学,北京,本科,,,
S1592,江苏海洋大学,浙江,本科,,,
S1593,江苏理工学院,浙江,本科,,,
S1594,江苏科技大学,北京,本科,,,
S1595,江苏科技大学,浙江,本科,,,
S1596,江苏科技大学苏州理工学院,浙江,本科,,,
S1597,江苏第二师范学院,浙江,本科,,,
S1598,江苏经贸职业技术学院,浙江,本科,,,
S1599,江苏航空职业技术学院,浙江,本科,,,
S1600,江苏航运职业技术学院,浙江,本科,,,
S1601,江苏财经职业技术学院,浙江,本科,,,
S1602,江苏食品药品职业技术学院,浙江,本科,,,
S1603,江西中医药大学,北京,本科,,,
S1604,江西中医药大学,浙江,本科,,,
S1605,江西交通职业技术学院,浙江,本科,,,
S1606,江西农业大学,北京,本科,,,
S1607,江西农业大学,浙江,本科,,,
S1608,江西农业大学南昌商学院,北京,本科,,,
S1609,江西农业大学南昌商学院,浙江,本科,,,
S1610,江西医学高等专科学校,浙江,本科,,,
S1611,江西司法警官职业学院,浙江,本科,,,
S1612,江西外语外贸职业学院,浙江,本科,,,
S1613,江西工商职业技术学院,浙江,本科,,,
S1614,江西工程学院,浙江,本科,,,
S1615,江西师范大学,北京,本科,,,
S1616,江西师范大学,浙江,本科,,,
S1617,江西师范大学科学技术学院,浙江,本科,,,
S1618,江西师范高等专科学校,浙江,本科,,,
S1619,江西应用技术职业学院,浙江,本科,,,
S1620,江西应用科技学院,北京,本科,,,
S1621,江西应用科技学院,浙江,本科,,,
S1622,江西服装学院,浙江,本科,,,
S1623,江西水利电力大学,北京,本科,,,
S1624,江西水利电力大学,浙江,本科,,,
S1625,江西理工大学,北京,本科,,,
S1626,江西理工大学,浙江,本科,,,
S1627,江西生物科技职业学院,浙江,本科,,,
S1628,江西电力职业技术学院,浙江,本科,,,
S1629,江西科技学院,北京,本科,,,
S1630,江西科技学院,浙江,本科,,,
S1631,江西科技师范大学,北京,本科,,,
S1632,江西科技师范大学,浙江,本科,,,
S1633,江西职业技术大学,浙江,本科,,,
S1634,江西财经大学,北京,本科,,,
S1635,江西财经大学,浙江,本科,,,
S1636,江西财经大学现代经济管 理学院,北京,本科,,,
S1637,江西财经大学现代经济管理学院,浙江,本科,,,
S1638,江西财经职业学院,浙江,本科,,,
S1639,江西飞行学院,浙江,本科,,,
S1640,池州学院,浙江,本科,,,
S1641,沈阳农业大学,北京,本科,,,
S1642,沈阳农业大学,浙江,本科,,,
S1643,沈阳化工大学,浙江,本科,,,
S1644,沈阳医学院,浙江,本科,,,
S1645,沈阳城市学院,浙江,本科,,,
S1646,沈阳城市建设学院,浙江,本科,,,
S1647,沈阳大学,浙江,本科,,,
S1648,沈阳工业大学,北京,本科,,,
S1649,沈阳工业大学,浙江,本科,,,
S1650,沈阳工学院,北京,本科,,,
S1651,沈阳工学院,浙江,本科,,,
S1652,沈阳工程学院,北京,本科,,,
S1653,沈阳工程学院,浙江,本科,,,
S1654,沈阳师范大学,北京,本科,,,
S1655,沈阳师范大学,浙江,本科,,,
S1656,沈阳建筑大学,北京,本科,,,
S1657,沈阳建筑大学,浙江,本科,,,
S1658,沈阳理工大学,北京,本科,,,
S1659,沈阳理工大学,浙江,本科,,,
S1660,沈阳航空航天大学,北京,本科,,,
S1661,沈阳航空航天大学,浙江,本科,,,
S1662,沈阳药科大学,北京,本科,,,
S1663,沈阳药科大学,浙江,本科,,,
S1664,沈阳音乐学院,北京,本科,,,
S1665,沈阳音乐学院,浙江,本科,,,
S1666,沧州交通学院,北京,本科,,,
S1667,沧州交通学院,浙江,本科,,,
S1668,河北东方学院,北京,本科,,,
S1669,河北中医药大学,北京,本科,,,
S1670,河北中医药大学,浙江,本科,,,
S1671,河北传媒学院,北京,本科,,,
S1672,河北传媒学院,浙江,本科,,,
S1673,河北农业大学,北京,本科,,,
S1674,河北北方学院,北京,本科,,,
S1675,河北北方学院,浙江,本科,,,
S1676,河北医科大学,北京,本科,,,
S1677,河北医科大学,浙江,本科,,,
S1678,河北医科大学临床学院,北京,本科,,,
S1679,河北医科大学临床学院,浙江,本科,,,
S1680,河北地质大学,北京,本科,,,
S1681,河北地质大学,浙江,本科,,,
S1682,河北地质大学华信学院,北京,本科,,,
S1683,河北外国语学院,北京,本科,,,
S1684,河北外国语学院,浙江,本科,,,
S1685,河北大学,北京,本科,,,
S1686,河北大学,浙江,本科,,,
S1687,河北工业大学,北京,本科,,,
S1688,河北工业大学,浙江,本科,,,
S1689,河北工业职业技术大学,北京,本科,,,
S1690,河北工程大学,北京,本科,,,
S1691,河北工程大学,浙江,本科,,,
S1692,河北工程大学科信学院,北京,本科,,,
S1693,河北工程大学科信学院,浙江,本科,,,
S1694,河北师范大学,北京,本科,,,
S1695,河北师范大学,浙江,本科,,,
S1696,河北建筑工程学院,北京,本科,,,
S1697,河北建筑工程学院,浙江,本科,,,
S1698,河北水利电力学院,浙江,本科,,,
S1699,河北环境工程学院,北京,本科,,,
S1700,河北环境工程学院,浙江,本科,,,
S1701,河北石油职业技术大学,北京,本科,,,
S1702,河北石油职业技术大学,浙江,本科,,,
S1703,河北科技大学,浙江,本科,,,
S1704,河北科技学院,浙江,本科,,,
S1705,河北科技工程职业技术大 学,北京,本科,,,
S1706,河北科技工程职业技术大学,浙江,本科,,,
S1707,河北科技师范学院,浙江,本科,,,
S1708,河北经贸大学,北京,本科,,,
S1709,河北经贸大学,浙江,本科,,,
S1710,河北经贸大学经济管理学院,浙江,本科,,,
S1711,河北金融学院,北京,本科,,,
S1712,河北金融学院,浙江,本科,,,
S1713,河南中医药大学,北京,本科,,,
S1714,河南中医药大学,浙江,本科,,,
S1715,河南农业大学,北京,本科,,,
S1716,河南农业大学,浙江,本科,,,
S1717,河南医药大学,浙江,本科,,,
S1718,河南城建学院,北京,本科,,,
S1719,河南城建学院,浙江,本科,,,
S1720,河南大学,北京,本科,公办,综合,省重点
S1721,河南大学,四川,本科,公办,综合,省重点
S1722,河南大学,山东,本科,公办,综合,省重点
S1723,河南大学,广东,本科,公办,综合,省重点
S1724,河南大学,江苏,本科,公办,综合,省重点
S1725,河南大学,河北,本科,公办,综合,省重点
S1726,河南大学,河南,本科,公办,综合,省重点
S1727,河南大学,浙江,本科,公办,综合,省重点
S1728,河南大学,湖北,本科,公办,综合,省重点
S1729,河南大学,湖南,本科,公办,综合,省重点
S1730,河南大学,陕西,本科,公办,综合,省重点
S1731,河南工业大学,北京,本科,,,
S1732,河南工业大学,浙江,本科,,,
S1733,河南工学院,浙江,本科,,,
S1734,河南工程学院,浙江,本科,,,
S1735,河南师范大学,北京,本科,,,
S1736,河南师范大学,浙江,本科,,,
S1737,河南开封科技传媒学院,浙江,本科,,,
S1738,河南检察职业学院,浙江,本科,,,
S1739,河南牧业经济学院,浙江,本科,,,
S1740,河南理工大学,北京,本科,,,
S1741,河南理工大学,浙江,本科,,,
S1742,河南科技大学,北京,本科,,,
S1743,河南科技大学,浙江,本科,,,
S1744,河南科技学院,北京,本科,,,
S1745,河南科技学院,浙江,本科,,,
S1746,河南职业技术学院,北京,专科,公办,综合,专科
S1747,河南职业技术学院,四川,专科,公办,综合,专科
S1748,河南职业技术学院,山东,专科,公办,综合,专科
S1749,河南职业技术学院,广东,专科,公办,综合,专科
S1750,河南职业技术学院,江苏,专科,公办,综合,专科
S1751,河南职业技术学院,河北,专科,公办,综合,专科
S1752,河南职业技术学院,河南,专科,公办,综合,专科
S1753,河南职业技术学院,浙江,专科,公办,综合,专科
S1754,河南职业技术学院,湖北,专科,公办,综合,专科
S1755,河南职业技术学院,湖南,专科,公办,综合,专科
S1756,河南职业技术学院,陕西,专科,公办,综合,专科
S1757,河南财经政法大学,北京,本科,,,
S1758,河南财经政法大学,浙江,本科,,,
S1759,河海大学,北京,本科,,,
S1760,河海大学,浙江,本科,,,
S1761,泉州信息工程学院,浙江,本科,,,
S1762,泉州师范学院,北京,本科,,,
S1763,泉州师范学院,浙江,本科,,,
S1764,泉州海洋职业学院,浙江,本科,,,
S1765,泉州经贸职业技术学院,浙江,本科,,,
S1766,泉州职业技术大学,浙江,本科,,,
S1767,泰山学院,浙江,本科,,,
S1768,泰山科技学院,浙江,本科,,,
S1769,洛阳师范学院,浙江,本科,,,
S1770,洛阳理工学院,北京,本科,,,
S1771,洛阳理工学院,浙江,本科,,,
S1772,洛阳职业技术学院,浙江,本科,,,
S1773,济南大学,北京,本科,,,
S1774,济南大学,浙江,本科,,,
S1775,济宁医学院,北京,本科,,,
S1776,济宁医学院,浙江,本科,,,
S1777,浙大城市学院,浙江,本科,,,
S1778,浙大宁波理工学院,浙江,本科,,,
S1779,浙江万里学院,浙江,本科,,,
S1780,浙江东方职业技术学院,浙江,本科,,,
S1781,浙江中医药大学,浙江,本科,,,
S1782,浙江交通职业技术学院,浙江,本科,,,
S1783,浙江传媒学院,北京,本科,,,
S1784,浙江传媒学院,浙江,本科,,,
S1785,浙江农业商贸职业学院,浙江,本科,,,
S1786,浙江农林大学,北京,本科,,,
S1787,浙江农林大学,浙江,本科,,,
S1788,浙江农林大学暨阳学院,浙江,本科,,,
S1789,浙江同济科技职业学院,浙江,本科,,,
S1790,浙江商业职业技术学院,浙江,本科,,,
S1791,浙江国际海运职业技术学院,浙江,本科,,,
S1792,浙江外国语学院,浙江,本科,,,
S1793,浙江大学,北京,本科,公办,综合,985
S1794,浙江大学,四川,本科,公办,综合,985
S1795,浙江大学,山东,本科,公办,综合,985
S1796,浙江大学,广东,本科,公办,综合,985
S1797,浙江大学,江苏,本科,公办,综合,985
S1798,浙江大学,河北,本科,公办,综合,985
S1799,浙江大学,河南,本科,公办,综合,985
