id,name,province,level,type,category,tags
S0600,华中师范大学,广东,本科,公办,师范,211
S0601,华中师范大学,江苏,本科,公办,师范,211
S0602,华中师范大学,河北,本科,公办,师范,211
S0603,华中师范大学,河南,本科,公办,师范,211
S0604,华中师范大学,浙江,本科,公办,师范,211
S0605,华中师范大学,湖北,本科,公办,师范,211
S0606,华中师范大学,湖南,本科,公办,师范,211
S0607,华中师范大学,陕西,本科,公办,师范,211
S0608,华中科技大学,北京,本科,公办,理工,985
S0609,华中科技大学,四川,本科,公办,理工,985
S0610,华中科技大学,山东,本科,公办,理工,985
S0611,华中科技大学,广东,本科,公办,理工,985
S0612,华中科技大学,江苏,本科,公办,理工,985
S0613,华中科技大学,河北,本科,公办,理工,985
S0614,华中科技大学,河南,本科,公办,理工,985
S0615,华中科技大学,浙江,本科,公办,理工,985
S0616,华中科技大学,湖北,本科,公办,理工,985
S0617,华中科技大学,湖南,本科,公办,理工,985
S0618,华中科技大学,陕西,本科,公办,理工,985
S0619,华侨大学,北京,本科,,,
S0620,华侨大学,浙江,本科,,,
S0621,华北水利水电大学,北京,本科,,,
S0622,华北水利水电大学,浙江,本科,,,
S0623,华北理工大学,北京,本科,,,
S0624,华北理工大学,浙江,本科,,,
S0625,华北理工大学轻工学院,北京,本科,,,
S0626,华北电力大学(保定),北京,本科,,,
S0627,华北电力大学(保定),浙江,本科,,,
S0628,华北电力大学(北京),北京,本科,,,
S0629,华北电力大学(北京),浙江,本科,,,
S0630,华北科技学院,浙江,本科,,,
S0631,华南农业大学,北京,本科,,,
S0632,华南农业大学,浙江,本科,,,
S0633,华南农业大学珠江学院,北京,本科,,,
S0634,华南农业大学珠江学院,浙江,本科,,,
S0635,华南师范大学,北京,本科,,,
S0636,华南师范大学,浙江,本科,,,
S0637,华南理工大学,北京,本科,公办,理工,985
S0638,华南理工大学,四川,本科,公办,理工,985
S0639,华南理工大学,山东,本科,公办,理工,985
S0640,华南理工大学,广东,本科,公办,理工,985
S0641,华南理工大学,江苏,本科,公办,理工,985
S0642,华南理工大学,河北,本科,公办,理工,985
S0643,华南理工大学,河南,本科,公办,理工,985
S0644,华南理工大学,浙江,本科,公办,理工,985
S0645,华南理工大学,湖北,本科,公办,理工,985
S0646,华南理工大学,湖南,本科,公办,理工,985
S0647,华南理工大学,陕西,本科,公办,理工,985
S0648,南京中医药大学,北京,本科,,,
S0649,南京中医药大学,浙江,本科,,,
S0650,南京交通职业技术学院,浙江,本科,,,
S0651,南京传媒学院,北京,本科,,,
S0652,南京传媒学院,浙江,本科,,,
S0653,南京体育学院,北京,本科,,,
S0654,南京体育学院,浙江,本科,,,
S0655,南京信息工程大学,北京,本科,,,
S0656,南京信息工程大学,浙江,本科,,,
S0657,南京信息职业技术学院,浙江,本科,,,
S0658,南京农业大学,北京,本科,,,
S0659,南京农业大学,浙江,本科,,,
S0660,南京医科大学,北京,本科,,,
S0661,南京医科大学,浙江,本科,,,
S0662,南京医科大学康达学院,浙江,本科,,,
S0663,南京城市职业学院,浙江,本科,,,
S0664,南京大学,北京,本科,公办,综合,985
S0665,南京大学,四川,本科,公办,综合,985
S0666,南京大学,山东,本科,公办,综合,985
S0667,南京大学,广东,本科,公办,综合,985
S0668,南京大学,江苏,本科,公办,综合,985
S0669,南京大学,河北,本科,公办,综合,985
S0670,南京大学,河南,本科,公办,综合,985
S0671,南京大学,浙江,本科,公办,综合,985
S0672,南京大学,湖北,本科,公办,综合,985
S0673,南京大学,湖南,本科,公办,综合,985
S0674,南京大学,陕西,本科,公办,综合,985
S0675,南京审计大学,北京,本科,,,
S0676,南京审计大学,浙江,本科,,,
S0677,南京审计大学金审学院,北京,本科,,,
S0678,南京审计大学金审学院,浙江,本科,,,
S0679,南京工业大学,北京,本科,,,
S0680,南京工业大学,浙江,本科,,,
S0681,南京工业大学浦江学院,浙江,本科,,,
S0682,南京工业职业技术大学,浙江,本科,,,
S0683,南京工程学院,北京,本科,,,
S0684,南京工程学院,浙江,本科,,,
S0685,南京师范大学,北京,本科,公办,师范,211
S0686,南京师范大学,四川,本科,公办,师范,211
S0687,南京师范大学,山东,本科,公办,师范,211
S0688,南京师范大学,广东,本科,公办,师范,211
S0689,南京师范大学,江苏,本科,公办,师范,211
S0690,南京师范大学,河北,本科,公办,师范,211
S0691,南京师范大学,河南,本科,公办,师范,211
S0692,南京师范大学,浙江,本科,公办,师范,211
S0693,南京师范大学,湖北,本科,公办,师范,211
S0694,南京师范大学,湖南,本科,公办,师范,211
S0695,南京师范大学,陕西,本科,公办,师范,211
S0696,南京师范大学中北学院,浙江,本科,,,
S0697,南京师范大学泰州学院,浙江,本科,,,
S0698,南京旅游职业学院,浙江,本科,,,
S0699,南京晓庄学院,北京,本科,,,
S0700,南京晓庄学院,浙江,本科,,,
S0701,南京机电职业技术学院,浙江,本科,,,
S0702,南京林业大学,北京,本科,,,
S0703,南京林业大学,浙江,本科,,,
S0704,南京特殊教育师范学院,北京,本科,,,
S0705,南京特殊教育师范学院,浙江,本科,,,
S0706,南京理工大学,北京,本科,,,
S0707,南京理工大学,浙江,本科,,,
S0708,南京理工大学泰州科技学院,浙江,本科,,,
S0709,南京理工大学紫金学院,浙江,本科,,,
S0710,南京科技职业学院,浙江,本科,,,
S0711,南京航空航天大学,北京,本科,,,
S0712,南京航空航天大学,浙江,本科,,,
S0713,南京航空航天大学金城学 院,北京,本科,,,
S0714,南京航空航天大学金城学院,浙江,本科,,,
S0715,南京艺术学院,北京,本科,,,
S0716,南京艺术学院,浙江,本科,,,
S0717,南京警察学院,北京,本科,,,
S0718,南京财经大学,北京,本科,,,
S0719,南京财经大学,浙江,本科,,,
S0720,南京财经大学红山学院,浙江,本科,,,
S0721,南京邮电大学,北京,本科,,,
S0722,南京邮电大学,浙江,本科,,,
S0723,南京邮电大学通达学院,浙江,本科,,,
S0724,南京铁道职业技术学院,浙江,本科,,,
S0725,南华大学,北京,本科,,,
S0726,南华大学,浙江,本科,,,
S0727,南华大学船山学院,浙江,本科,,,
S0728,南宁学院,浙江,本科,,,
S0729,南宁师范大学,北京,本科,,,
S0730,南宁师范大学,浙江,本科,,,
S0731,南宁理工学院,浙江,本科,,,
S0732,南宁职业技术大学,浙江,本科,,,
S0733,南开大学,北京,本科,,,
S0734,南开大学,浙江,本科,,,
S0735,南方医科大学,北京,本科,,,
S0736,南方医科大学,浙江,本科,,,
S0737,南方科技大学,北京,本科,,,
S0738,南方科技大学,浙江,本科,,,
S0739,南昌交通学院,北京,本科,,,
S0740,南昌交通学院,浙江,本科,,,
S0741,南昌健康职业技术学院,浙江,本科,,,
S0742,南昌医学院,北京,本科,,,
S0743,南昌医学院,浙江,本科,,,
S0744,南昌大学,北京,本科,,,
S0745,南昌大学,浙江,本科,,,
S0746,南昌大学科学技术学院,浙江,本科,,,
S0747,南昌工学院,北京,本科,,,
S0748,南昌工学院,浙江,本科,,,
S0749,南昌师范学院,浙江,本科,,,
S0750,南昌应用技术师范学院,浙江,本科,,,
S0751,南昌理工学院,北京,本科,,,
S0752,南昌理工学院,浙江,本科,,,
S0753,南昌职业大学,浙江,本科,,,
S0754,南昌航空大学,北京,本科,,,
S0755,南昌航空大学,浙江,本科,,,
S0756,南昌航空大学科技学院,北京,本科,,,
S0757,南昌航空大学科技学院,浙江,本科,,,
S0758,南通大学,北京,本科,,,
S0759,南通大学,浙江,本科,,,
S0760,南通大学杏林学院,北京,本科,,,
S0761,南通大学杏林学院,浙江,本科,,,
S0762,南通师范高等专科学校,浙江,本科,,,
S0763,南通理工学院,浙江,本科,,,
S0764,南通科技职业学院,浙江,本科,,,
S0765,南通职业大学,浙江,本科,,,
S0766,南阳师范学院,北京,本科,,,
S0767,南阳师范学院,浙江,本科,,,
S0768,南阳理工学院,浙江,本科,,,
S0769,厦门东海职业技术学院,浙江,本科,,,
S0770,厦门医学院,浙江,本科,,,
S0771,厦门华厦学院,浙江,本科,,,
S0772,厦门城市职业学院,浙江,本科,,,
S0773,厦门大学,北京,本科,公办,综合,985
S0774,厦门大学,四川,本科,公办,综合,985
S0775,厦门大学,山东,本科,公办,综合,985
S0776,厦门大学,广东,本科,公办,综合,985
S0777,厦门大学,江苏,本科,公办,综合,985
S0778,厦门大学,河北,本科,公办,综合,985
S0779,厦门大学,河南,本科,公办,综合,985
S0780,厦门大学,浙江,本科,公办,综合,985
S0781,厦门大学,湖北,本科,公办,综合,985
S0782,厦门大学,湖南,本科,公办,综合,985
S0783,厦门大学,陕西,本科,公办,综合,985
S0784,厦门大学(马来西亚分校),北京,本科,,,
S0785,厦门大学(马来西亚分校招生专业),浙江,本科,,,
S0786,厦门大学嘉庚学院,北京,本科,,,
S0787,厦门大学嘉庚学院,浙江,本科,,,
S0788,厦门海洋职业技术学院,浙江,本科,,,
S0789,厦门演艺职业学院,浙江,本科,,,
S0790,厦门理工学院,北京,本科,,,
S0791,厦门理工学院,浙江,本科,,,
S0792,台州学院,浙江,本科,,,
S0793,台州科技职业学院,浙江,本科,,,
S0794,台州职业技术学院,浙江,本科,,,
S0795,合肥城市学院,浙江,本科,,,
S0796,合肥大学,浙江,本科,,,
S0797,合肥工业大学,北京,本科,公办,理工,211
S0798,合肥工业大学,四川,本科,公办,理工,211
S0799,合肥工业大学,山东,本科,公办,理工,211
S0800,合肥工业大学,广东,本科,公办,理工,211
S0801,合肥工业大学,江苏,本科,公办,理工,211
S0802,合肥工业大学,河北,本科,公办,理工,211
S0803,合肥工业大学,河南,本科,公办,理工,211
S0804,合肥工业大学,浙江,本科,公办,理工,211
S0805,合肥工业大学,湖北,本科,公办,理工,211
S0806,合肥工业大学,湖南,本科,公办,理工,211
S0807,合肥工业大学,陕西,本科,公办,理工,211
S0808,合肥工业大学(宣城校区),浙江,本科,,,
S0809,合肥师范学院,浙江,本科,,,
S0810,合肥幼儿师范高等专科学校,浙江,本科,,,
S0811,合肥职业技术学院,浙江,本科,,,
S0812,吉利学院,北京,本科,,,
S0813,吉利学院,浙江,本科,,,
S0814,吉林体育学院,浙江,本科,,,
S0815,吉林农业大学,浙江,本科,,,
S0816,吉林农业科技学院,浙江,本科,,,
S0817,吉林动画学院,北京,本科,,,
S0818,吉林动画学院,浙江,本科,,,
S0819,吉林化工大学,浙江,本科,,,
S0820,吉林医药学院,浙江,本科,,,
S0821,吉林司法警官职业学院,浙江,本科,,,
S0822,吉林外国语大学,浙江,本科,,,
S0823,吉林大学,北京,本科,公办,综合,985
S0824,吉林大学,四川,本科,公办,综合,985
S0825,吉林大学,山东,本科,公办,综合,985
S0826,吉林大学,广东,本科,公办,综合,985
S0827,吉林大学,江苏,本科,公办,综合,985
S0828,吉林大学,河北,本科,公办,综合,985
S0829,吉林大学,河南,本科,公办,综合,985
S0830,吉林大学,浙江,本科,公办,综合,985
S0831,吉林大学,湖北,本科,公办,综合,985
S0832,吉林大学,湖南,本科,公办,综合,985
S0833,吉林大学,陕西,本科,公办,综合,985
S0834,吉林工商学院,北京,本科,,,
S0835,吉林工商学院,浙江,本科,,,
S0836,吉林工程技术师范学院,浙江,本科,,,
S0837,吉林师范大学,北京,本科,,,
S0838,吉林师范大学,浙江,本科,,,
S0839,吉林师范大学博达学院,浙江,本科,,,
S0840,吉林建筑大学,北京,本科,,,
S0841,吉林建筑大学,浙江,本科,,,
S0842,吉林建筑科技学院,北京,本科,,,
S0843,吉林建筑科技学院,浙江,本科,,,
S0844,吉林艺术学院,北京,本科,,,
S0845,吉林艺术学院,浙江,本科,,,
S0846,吉林财经大学,北京,本科,,,
S0847,吉林财经大学,浙江,本科,,,
S0848,吉林铁道职业技术大学,浙江,本科,,,
S0849,吉首大学,浙江,本科,,,
S0850,同济大学,北京,本科,公办,理工,985
S0851,同济大学,四川,本科,公办,理工,985
S0852,同济大学,山东,本科,公办,理工,985
S0853,同济大学,广东,本科,公办,理工,985
S0854,同济大学,江苏,本科,公办,理工,985
S0855,同济大学,河北,本科,公办,理工,985
S0856,同济大学,河南,本科,公办,理工,985
S0857,同济大学,浙江,本科,公办,理工,985
S0858,同济大学,湖北,本科,公办,理工,985
S0859,同济大学,湖南,本科,公办,理工,985
S0860,同济大学,陕西,本科,公办,理工,985
S0861,吕梁学院,北京,本科,,,
S0862,吕梁学院,浙江,本科,,,
S0863,周口师范学院,浙江,本科,,,
S0864,呼伦贝尔学院,浙江,本科,,,
S0865,咸宁职业技术学院,浙江,本科,,,
S0866,咸阳师范学院,浙江,本科,,,
S0867,哈尔滨体育学院,浙江,本科,,,
S0868,哈尔滨医科大学,北京,本科,,,
S0869,哈尔滨医科大学,浙江,本科,,,
S0870,哈尔滨华德学院,北京,本科,,,
S0871,哈尔滨商业大学,北京,本科,,,
S0872,哈尔滨商业大学,浙江,本科,,,
S0873,哈尔滨学院,浙江,本科,,,
S0874,哈尔滨工业大学,北京,本科,公办,理工,985
S0875,哈尔滨工业大学,四川,本科,公办,理工,985
S0876,哈尔滨工业大学,山东,本科,公办,理工,985
S0877,哈尔滨工业大学,广东,本科,公办,理工,985
S0878,哈尔滨工业大学,江苏,本科,公办,理工,985
S0879,哈尔滨工业大学,河北,本科,公办,理工,985
S0880,哈尔滨工业大学,河南,本科,公办,理工,985
S0881,哈尔滨工业大学,浙江,本科,公办,理工,985
S0882,哈尔滨工业大学,湖北,本科,公办,理工,985
S0883,哈尔滨工业大学,湖南,本科,公办,理工,985
S0884,哈尔滨工业大学,陕西,本科,公办,理工,985
S0885,哈尔滨工业大学(威海),北京,本科,,,
S0886,哈尔滨工业大学(威海),浙江,本科,,,
S0887,哈尔滨工业大学(深圳),浙江,本科,,,
S0888,哈尔滨工程大学,北京,本科,,,
S0889,哈尔滨工程大学,浙江,本科,,,
S0890,哈尔滨师范大学,北京,本科,,,
S0891,哈尔滨师范大学,浙江,本科,,,
S0892,哈尔滨理工大学,北京,本科,,,
S0893,哈尔滨理工大学,浙江,本科,,,
S0894,哈尔滨职业技术大学,北京,本科,,,
S0895,哈尔滨职业技术大学,浙江,本科,,,
S0896,哈尔滨金融学院,北京,本科,,,
S0897,哈尔滨金融学院,浙江,本科,,,
S0898,哈尔滨铁道职业技术学院,浙江,本科,,,
S0899,唐山幼儿师范高等专科学校,浙江,本科,,,
S0900,商丘医学高等专科学校,浙江,本科,,,
S0901,商丘工学院,浙江,本科,,,
S0902,商丘师范学院,浙江,本科,,,
S0903,商洛学院,浙江,本科,,,
S0904,商洛职业技术学院,浙江,本科,,,
S0905,喀什大学,北京,本科,,,
S0906,喀什大学,浙江,本科,,,
S0907,嘉兴南洋职业技术学院,浙江,本科,,,
S0908,嘉兴南湖学院,浙江,本科,,,
S0909,嘉兴大学,浙江,本科,,,
S0910,嘉兴职业技术学院,浙江,本科,,,
S0911,四川交通职业技术学院,浙江,本科,,,
S0912,四川传媒学院,北京,本科,,,
S0913,四川传媒学院,浙江,本科,,,
S0914,四川农业大学,北京,本科,,,
S0915,四川农业大学,浙江,本科,,,
S0916,四川化工职业技术学院,浙江,本科,,,
S0917,四川国际标榜职业学院,浙江,本科,,,
S0918,四川城市职业学院,浙江,本科,,,
S0919,四川外国语大学,北京,本科,,,
S0920,四川外国语大学,浙江,本科,,,
S0921,四川大学,北京,本科,,,
S0922,四川大学,浙江,本科,,,
S0923,四川大学锦江学院,北京,本科,,,
S0924,四川大学锦江学院,浙江,本科,,,
S0925,四川工业科技学院,北京,本科,,,
S0926,四川工业科技学院,浙江,本科,,,
S0927,四川工商学院,北京,本科,,,
S0928,四川工商学院,浙江,本科,,,
S0929,四川工程职业技术大学,北京,本科,,,
S0930,四川工程职业技术大学,浙江,本科,,,
S0931,四川师范大学,北京,本科,,,
S0932,四川师范大学,浙江,本科,,,
S0933,四川建筑职业技术学院,浙江,本科,,,
S0934,四川文化产业职业学院,浙江,本科,,,
S0935,四川文化艺术学院,北京,本科,,,
S0936,四川文化艺术学院,浙江,本科,,,
S0937,四川旅游学院,浙江,本科,,,
S0938,四川电影电视学院,北京,本科,,,
S0939,四川电影电视学院,浙江,本科,,,
S0940,四川美术学院,北京,本科,,,
S0941,四川美术学院,浙江,本科,,,
S0942,四川航天职业技术学院,浙江,本科,,,
S0943,四川警察学院,浙江,本科,,,
S0944,四川轻化工大学,北京,本科,,,
S0945,四川轻化工大学,浙江,本科,,,
S0946,四川铁道职业学院,浙江,本科,,,
S0947,四川长江职业学院,浙江,本科,,,
S0948,四川音乐学院,北京,本科,,,
S0949,四川音乐学院,浙江,本科,,,
S0950,国防科技大学,北京,本科,,,
S0951,国际关系学院,北京,本科,,,
S0952,塔里木大学,北京,本科,,,
S0953,塔里木大学,浙江,本科,,,
S0954,复旦大学,北京,本科,公办,综合,985
S0955,复旦大学,四川,本科,公办,综合,985
S0956,复旦大学,山东,本科,公办,综合,985
S0957,复旦大学,广东,本科,公办,综合,985
S0958,复旦大学,江苏,本科,公办,综合,985
S0959,复旦大学,河北,本科,公办,综合,985
S0960,复旦大学,河南,本科,公办,综合,985
S0961,复旦大学,浙江,本科,公办,综合,985
S0962,复旦大学,湖北,本科,公办,综合,985
S0963,复旦大学,湖南,本科,公办,综合,985
S0964,复旦大学,陕西,本科,公办,综合,985
S0965,复旦大学医学院,北京,本科,,,
S0966,复旦大学医学院,浙江,本科,,,
S0967,外交学院,北京,本科,,,
S0968,大庆师范学院,浙江,本科,,,
S0969,大理大学,北京,本科,,,
S0970,大理大学,浙江,本科,,,
S0971,大连东软信息学院,浙江,本科,,,
S0972,大连交通大学,北京,本科,,,
S0973,大连交通大学,浙江,本科,,,
S0974,大连医科大学,北京,本科,,,
S0975,大连医科大学,浙江,本科,,,
S0976,大连医科大学中山学院,北京,本科,,,
S0977,大连医科大学中山学院,浙江,本科,,,
S0978,大连外国语大学,北京,本科,,,
S0979,大连外国语大学,浙江,本科,,,
S0980,大连大学,北京,本科,,,
S0981,大连大学,浙江,本科,,,
S0982,大连工业大学,浙江,本科,,,
S0983,大连工程学院,北京,本科,,,
S0984,大连民族大学,北京,本科,,,
S0985,大连民族大学,浙江,本科,,,
S0986,大连海事大学,北京,本科,,,
S0987,大连海事大学,浙江,本科,,,
S0988,大连海洋大学,北京,本科,,,
S0989,大连海洋大学,浙江,本科,,,
S0990,大连理工大学,北京,本科,公办,理工,985
S0991,大连理工大学,四川,本科,公办,理工,985
S0992,大连理工大学,山东,本科,公办,理工,985
S0993,大连理工大学,广东,本科,公办,理工,985
S0994,大连理工大学,江苏,本科,公办,理工,985
S0995,大连理工大学,河北,本科,公办,理工,985
S0996,大连理工大学,河南,本科,公办,理工,985
S0997,大连理工大学,浙江,本科,公办,理工,985
S0998,大连理工大学,湖北,本科,公办,理工,985
S0999,大连理工大学,湖南,本科,公办,理工,985
S1000,大连理工大学,陕西,本科,公办,理工,985
S1001,大连理工大学(盘锦校区),北京,本科,,,
S1002,大连理工大学(盘锦校区),浙江,本科,,,
S1003,大连理工大学城市学院,浙江,本科,,,
S1004,大连科技学院,浙江,本科,,,
S1005,大连艺术学院,北京,本科,,,
S1006,大连艺术学院,浙江,本科,,,
S1007,大连财经学院,北京,本科,,,
S1008,大连财经学院,浙江,本科,,,
S1009,天府新区航空旅游职业学院,浙江,本科,,,
S1010,天水师范大学,浙江,本科,,,
S1011,天津中医药大学,北京,本科,,,
S1012,天津中医药大学,浙江,本科,,,
S1013,天津仁爱学院,北京,本科,,,
S1014,天津仁爱学院,浙江,本科,,,
S1015,天津传媒学院,北京,本科,,,
S1016,天津体育学院,北京,本科,,,
S1017,天津体育学院,浙江,本科,,,
S1018,天津农学院,北京,本科,,,
S1019,天津农学院,浙江,本科,,,
S1020,天津医学高等专科学校,浙江,本科,,,
S1021,天津医科大学,北京,本科,,,
S1022,天津医科大学,浙江,本科,,,
S1023,天津医科大学临床医学院,北京,本科,,,
S1024,天津医科大学临床医学院,浙江,本科,,,
S1025,天津商业大学,浙江,本科,,,
S1026,天津商业大学宝德学院,北京,本科,,,
S1027,天津商业大学宝德学院,浙江,本科,,,
S1028,天津城市职业学院,浙江,本科,,,
S1029,天津城建大学,北京,本科,,,
S1030,天津城建大学,浙江,本科,,,
S1031,天津外国语大学,北京,本科,,,
S1032,天津外国语大学,浙江,本科,,,
S1033,天津外国语大学滨海外事 学院,北京,本科,,,
S1034,天津外国语大学滨海外事学院,浙江,本科,,,
S1035,天津大学,北京,本科,公办,理工,985
S1036,天津大学,四川,本科,公办,理工,985
S1037,天津大学,山东,本科,公办,理工,985
S1038,天津大学,广东,本科,公办,理工,985
S1039,天津大学,江苏,本科,公办,理工,985
S1040,天津大学,河北,本科,公办,理工,985
S1041,天津大学,河南,本科,公办,理工,985
S1042,天津大学,浙江,本科,公办,理工,985
S1043,天津大学,湖北,本科,公办,理工,985
S1044,天津大学,湖南,本科,公办,理工,985
S1045,天津大学,陕西,本科,公办,理工,985
S1046,天津天狮学院,浙江,本科,,,
S1047,天津工业大学,北京,本科,,,
S1048,天津工业大学,浙江,本科,,,
S1049,天津市职业大学,浙江,本科,,,
S1050,天津师范大学,北京,本科,,,
S1051,天津师范大学,浙江,本科,,,
S1052,天津机电职业技术学院,浙江,本科,,,
S1053,天津滨海职业学院,浙江,本科,,,
S1054,天津现代职业技术学院,浙江,本科,,,
S1055,天津理工大学,北京,本科,,,
S1056,天津理工大学,浙江,本科,,,
S1057,天津理工大学中环信息学 院,北京,本科,,,
S1058,天津理工大学中环信息学院,浙江,本科,,,
S1059,天津电子信息职业技术学院,浙江,本科,,,
S1060,天津科技大学,北京,本科,,,
S1061,天津科技大学,浙江,本科,,,
S1062,天津美术学院,北京,本科,,,
S1063,天津美术学院,浙江,本科,,,
S1064,天津职业大学,北京,本科,,,
S1065,天津职业技术师范大学,北京,本科,,,
S1066,天津职业技术师范大学,浙江,本科,,,
S1067,天津警察学院,浙江,本科,,,
S1068,天津财经大学,北京,本科,,,
S1069,天津财经大学,浙江,本科,,,
S1070,天津财经大学珠江学院,北京,本科,,,
S1071,天津财经大学珠江学院,浙江,本科,,,
S1072,天津轻工职业技术学院,浙江,本科,,,
S1073,天津铁道职业技术学院,浙江,本科,,,
S1074,太原工业学院,浙江,本科,,,
S1075,太原师范学院,浙江,本科,,,
S1076,太原理工大学,北京,本科,,,
S1077,太原理工大学,浙江,本科,,,
S1078,太原科技大学,北京,本科,,,
S1079,太原科技大学,浙江,本科,,,
S1080,宁夏医科大学,浙江,本科,,,
S1081,宁夏大学,浙江,本科,,,
S1082,宁夏大学新华学院,浙江,本科,,,
S1083,宁夏理工学院,浙江,本科,,,
S1084,宁德师范学院,浙江,本科,,,
S1085,宁德职业技术学院,浙江,本科,,,
S1086,宁波东方理工大学,浙江,本科,,,
S1087,宁波卫生职业技术学院,浙江,本科,,,
S1088,宁波城市职业技术学院,浙江,本科,,,
S1089,宁波大学,北京,本科,,,
S1090,宁波大学,浙江,本科,,,
S1091,宁波大学科学技术学院,浙江,本科,,,
S1092,宁波工程学院,浙江,本科,,,
S1093,宁波幼儿师范高等专科学校,浙江,本科,,,
S1094,宁波职业技术大学,浙江,本科,,,
S1095,宁波诺丁汉大学,北京,本科,,,
S1096,宁波诺丁汉大学,浙江,本科,,,
S1097,宁波财经学院,浙江,本科,,,
S1098,安庆师范大学,浙江,本科,,,
S1099,安徽中医药大学,北京,本科,,,
S1100,安徽中医药大学,浙江,本科,,,
S1101,安徽中医药高等专科学校,浙江,本科,,,
S1102,安徽交通职业技术学院,浙江,本科,,,
S1103,安徽信息工程学院,浙江,本科,,,
S1104,安徽农业大学,北京,本科,,,
S1105,安徽农业大学,浙江,本科,,,
S1106,安徽医科大学,北京,本科,,,
S1107,安徽医科大学,浙江,本科,,,
S1108,安徽医科大学临床医学院,浙江,本科,,,
S1109,安徽卫生健康职业学院,浙江,本科,,,
S1110,安徽大学,北京,本科,,,
S1111,安徽大学,浙江,本科,,,
S1112,安徽审计职业学院,浙江,本科,,,
S1113,安徽工业大学,北京,本科,,,
S1114,安徽工业大学,浙江,本科,,,
S1115,安徽工程大学,浙江,本科,,,
S1116,安徽师范大学,北京,本科,,,
S1117,安徽师范大学,浙江,本科,,,
S1118,安徽建筑大学,北京,本科,,,
S1119,安徽建筑大学,浙江,本科,,,
S1120,安徽新华学院,浙江,本科,,,
S1121,安徽理工大学,北京,本科,,,
S1122,安徽理工大学,浙江,本科,,,
S1123,安徽电气工程职业技术学院,浙江,本科,,,
S1124,安徽科技学院,浙江,本科,,,
S1125,安徽第二医学院,浙江,本科,,,
S1126,安徽职业技术大学,浙江,本科,,,
S1127,安徽警官职业学院,浙江,本科,,,
S1128,安徽财经大学,北京,本科,,,
S1129,安徽财经大学,浙江,本科,,,
S1130,安阳工学院,浙江,本科,,,
S1131,安阳师范学院,浙江,本科,,,
S1132,宜宾学院,浙江,本科,,,
S1133,宜春学院,浙江,本科,,,
S1134,宜春幼儿师范高等专科学校,浙江,本科,,,
S1135,宜春职业技术学院,浙江,本科,,,
S1136,宝鸡文理学院,北京,本科,,,
S1137,宝鸡文理学院,浙江,本科,,,
S1138,宿迁学院,浙江,本科,,,
S1139,对外经济贸易大学,北京,本科,,,
S1140,对外经济贸易大学,浙江,本科,,,
S1141,山东中医药大学,北京,本科,,,
S1142,山东中医药大学,浙江,本科,,,
S1143,山东中医药高等专科学校,浙江,本科,,,
S1144,山东交通学院,北京,本科,,,
S1145,山东交通学院,浙江,本科,,,
S1146,山东农业大学,北京,本科,,,
S1147,山东农业大学,浙江,本科,,,
S1148,山东力明科技职业学院,浙江,本科,,,
S1149,山东医学高等专科学校,浙江,本科,,,
S1150,山东医药大学,北京,本科,,,
S1151,山东协和学院,浙江,本科,,,
S1152,山东外贸职业学院,浙江,本科,,,
S1153,山东大学,北京,本科,公办,综合,985
S1154,山东大学,四川,本科,公办,综合,985
S1155,山东大学,山东,本科,公办,综合,985
S1156,山东大学,广东,本科,公办,综合,985
S1157,山东大学,江苏,本科,公办,综合,985
S1158,山东大学,河北,本科,公办,综合,985
S1159,山东大学,河南,本科,公办,综合,985
S1160,山东大学,浙江,本科,公办,综合,985
S1161,山东大学,湖北,本科,公办,综合,985
S1162,山东大学,湖南,本科,公办,综合,985
S1163,山东大学,陕西,本科,公办,综合,985
S1164,山东大学威海分校,北京,本科,,,
S1165,山东大学威海分校,浙江,本科,,,
S1166,山东工商学院,浙江,本科,,,
S1167,山东工程职业技术大学,浙江,本科,,,
S1168,山东工艺美术学院,浙江,本科,,,
S1169,山东师范大学,北京,本科,,,
S1170,山东师范大学,浙江,本科,,,
S1171,山东建筑大学,北京,本科,,,
S1172,山东建筑大学,浙江,本科,,,
S1173,山东政法学院,北京,本科,,,
S1174,山东现代学院,浙江,本科,,,
S1175,山东理工大学,北京,本科,,,
S1176,山东理工大学,浙江,本科,,,
S1177,山东畜牧兽医职业学院,浙江,本科,,,
S1178,山东石油化工学院,北京,本科,,,
S1179,山东石油化工学院,浙江,本科,,,
S1180,山东科技大学,北京,本科,,,
S1181,山东科技大学,浙江,本科,,,
S1182,山东第一医科大学,北京,本科,,,
S1183,山东第一医科大学,浙江,本科,,,
S1184,山东第二医科大学,北京,本科,,,
S1185,山东第二医科大学,浙江,本科,,,
S1186,山东职业学院,浙江,本科,,,
S1187,山东航空学院,北京,本科,,,
S1188,山东航空学院,浙江,本科,,,
S1189,山东艺术学院,北京,本科,,,
S1190,山东艺术学院,浙江,本科,,,
S1191,山东艺术设计职业学院,浙江,本科,,,
S1192,山东英才学院,浙江,本科,,,
S1193,山东财经大学,北京,本科,,,
S1194,山东财经大学,浙江,本科,,,
S1195,山东财经大学东方学院,浙江,本科,,,
S1196,山西中医药大学,北京,本科,,,
S1197,山西中医药大学,浙江,本科,,,
S1198,山西传媒学院,北京,本科,,,
S1199,山西传媒学院,浙江,本科,,,
S1200,山西农业大学,北京,本科,,,
S1201,山西农业大学,浙江,本科,,,
